created_at,is_retweet,text,tweet_id
Thu Nov 30 21:03:25 +0000 2017,False,Told @TheBrodyFile that @POTUS &amp; I believe that we're going to deliver the largest TAX CUT in American history - an… https://t.co/3kB37vOBmQ,Pre-Update
Mon Nov 20 22:41:51 +0000 2017,False,At today’s @Cabinet meeting @POTUS had this to say about our historic TAX CUTS plan: “We are committed to bringing… https://t.co/Qw1xRV86RJ,Pre-Update
Thu Nov 30 19:31:36 +0000 2017,True,RT @TheBrodyFile: It's coming soon! My one-on-one interview this morning with Vice President Mike Pence at the U.S. Naval Observatory. I at…,Pre-Update
Tue Nov 21 20:28:40 +0000 2017,False,.@POTUS &amp; this administration made a promise to deliver historic tax cuts for the American people. Now is the momen… https://t.co/OLyuMTfhfJ,Pre-Update
Fri Nov 17 18:50:50 +0000 2017,False,Discussed fight against drugs w/ Colombian VP @Gr_Naranjo following our visit to Colombia in Aug. Made clear @POTUS… https://t.co/OLXkFMZ8JX,Pre-Update
Tue Nov 21 23:05:42 +0000 2017,False,Great to meet Drumstick at the @WhiteHouse today. Glad @POTUS pardoned him! Thanks to the Wittenburg family and the… https://t.co/WWFKZvFaOO,Pre-Update
Wed Nov 29 15:02:59 +0000 2017,False,"On the radio w/ @radiotalkermike - talking about how @POTUS' pro-GROWTH, pro-JOBS, pro-WORKER tax cuts will help wo… https://t.co/mNejTbDkM1",Pre-Update
Wed Nov 29 22:31:18 +0000 2017,True,RT @WhiteHouse: Small businesses are a primary driver of the American economy and when they succeed so does the country. More: https://t.co…,Pre-Update
Tue Nov 28 22:42:23 +0000 2017,True,RT @SecondLady: Inspired by the discussion with an art therapist in NY who started an art therapy program for victims of the 9/11 terrorist…,Pre-Update
Wed Nov 29 23:37:06 +0000 2017,True,"RT @realDonaldTrump: A vote to CUT TAXES is a vote to PUT AMERICA FIRST. It is time to take care of OUR WORKERS, to protect OUR COMMUNITIES…",Pre-Update
Fri Nov 24 16:44:50 +0000 2017,False,Such an evil and cowardly terrorist attack on worshipers in Egypt. Our condolences &amp; prayers are with the victims &amp;… https://t.co/HlGQjb1HOw,Pre-Update
Tue Nov 28 23:17:34 +0000 2017,True,RT @SecondLady: Great discussion with art therapists and health administrators at Bellevue Hospital in NY. They're making a difference! #Ar…,Pre-Update
Tue Nov 28 17:42:01 +0000 2017,False,While today we celebrate the vote that took place in the United Nations 70 years ago - every day we celebrate the s… https://t.co/k8tnM4wzts,Pre-Update
Wed Nov 29 01:27:21 +0000 2017,False,".@POTUS pledged to crush and destroy ISIS – and today, thanks to the courage of our Armed Forces, and the resolve o… https://t.co/viKPMn8LWU",Pre-Update
Mon Dec 04 18:23:56 +0000 2017,False,"When this TAX CUT makes its way to @POTUS' desk, we believe we'll have laid a foundation for sustained economic gro… https://t.co/NXWjJHmhMm",Pre-Update
Fri Nov 24 15:31:41 +0000 2017,True,RT @realDonaldTrump: Horrible and cowardly terrorist attack on innocent and defenseless worshipers in Egypt. The world cannot tolerate terr…,Pre-Update
Fri Nov 17 02:36:43 +0000 2017,False,.@Secondlady &amp; I were honored to welcome military families to the Naval Observatory to celebrate an early Thanksgiv… https://t.co/qOeupVk5jt,Pre-Update
Sun Dec 03 15:08:10 +0000 2017,True,"RT @realDonaldTrump: 62 years ago this week, a brave seamstress in Montgomery, Alabama uttered one word that changed history... https://t.c…",Pre-Update
Sat Dec 02 07:15:47 +0000 2017,False,Honored to preside during tonight's historic tax cut vote in the U.S. Senate... https://t.co/TpL7uX6Rmb,Pre-Update
