is_retweet,created_at,text
False,Sun Jan 07 14:33:10 +0000 2018,Leaving Camp David for the White House. Great meetings with the Cabinet and Military on many very important subject… https://t.co/HHQLScpuHt
False,Mon Jan 08 23:19:47 +0000 2018,"We are fighting for our farmers, for our country, and for our GREAT AMERICAN FLAG. We want our flag respected - and… https://t.co/f8u0wFpaHI"
False,Fri Jan 12 02:47:17 +0000 2018,Small Business Poll has highest approval numbers in the polls history. All business is just at the beginning of something really special!
False,Tue Jan 09 22:51:50 +0000 2018,Thanks to all of the Republican and Democratic lawmakers for today’s very productive meeting on immigration reform.… https://t.co/xs0FXqhkVF
False,Mon Jan 08 22:58:13 +0000 2018,We have been working every day to DELIVER for America’s Farmers just as they work every day to deliver FOR US.… https://t.co/KgNbFtg7XB
False,Thu Jan 11 14:14:51 +0000 2018,"With that being said, I have personally directed the fix to the unmasking process since taking office and today’s v… https://t.co/yvJkaKTGEr"
False,Tue Jan 16 23:20:10 +0000 2018,"....we need to keep America safe, including moving away from a random chain migration and lottery system, to one th… https://t.co/wMQB8vJ3Cs"
False,Tue Jan 16 14:24:40 +0000 2018,“90% of Trump 2017 news coverage was negative” -and much of it contrived!@foxandfriends
False,Wed Jan 10 21:31:30 +0000 2018,"Today, it was my great honor to welcome Prime Minister Erna Solberg of Norway to the @WhiteHouse - a great friend a… https://t.co/mWiclVf7KA"
False,Wed Jan 10 23:07:48 +0000 2018,"The United States needs the security of the Wall on the Southern Border, which must be part of any DACA approval. T… https://t.co/1BWcwPlyu2"
False,Fri Jan 12 12:20:32 +0000 2018,"....Because of the Democrats not being interested in life and safety, DACA has now taken a big step backwards. The… https://t.co/YzEuBuYGrs"
False,Fri Jan 12 02:49:56 +0000 2018,More great news as a result of historical Tax Cuts and Reform: Fiat Chrysler announces plan to invest more than $1… https://t.co/K7893jxDWC
False,Mon Jan 08 03:23:39 +0000 2018,"“His is turning out to be an enormously consequential presidency. So much so that, despite my own frustration over… https://t.co/u5Zn5BjFu1"
True,Tue Jan 16 00:52:43 +0000 2018,"RT @realDonaldTrump: “President Trump is not getting the credit he deserves for the economy. Tax Cut bonuses to more than 2,000,000 workers…"
False,Sat Jan 13 13:14:03 +0000 2018,The Democrats are all talk and no action. They are doing nothing to fix DACA. Great opportunity missed. Too bad!
False,Tue Jan 16 20:17:39 +0000 2018,"Today, it was my honor to welcome President Nursultan Nazarbayev of Kazakhstan to the @WhiteHouse! https://t.co/TerYFZViax"
False,Fri Jan 12 02:53:05 +0000 2018,"Chrysler is moving a massive plant from Mexico to Michigan, reversing a years long opposite trend. Thank you Chrysl… https://t.co/yxTLic66pf"
False,Fri Jan 12 11:59:02 +0000 2018,The so-called bipartisan DACA deal presented yesterday to myself and a group of Republican Senators and Congressmen… https://t.co/5s50JXBumv
False,Tue Dec 26 13:24:27 +0000 2017,"WOW, @foxandfrlends  “Dossier is bogus. Clinton Campaign, DNC funded Dossier. FBI CANNOT (after all of this time) V… https://t.co/3Lv4EhnuwV"
False,Mon Jan 01 12:12:00 +0000 2018,"The United States has foolishly given Pakistan more than 33 billion dollars in aid over the last 15 years, and they… https://t.co/TuiaWGtnbR"
False,Fri Dec 22 18:40:29 +0000 2017,"Congressman Ron DeSantis is a brilliant young leader, Yale and then Harvard Law, who would make a GREAT Governor of… https://t.co/T3T1ayf1Vh"
True,Fri Dec 29 12:50:00 +0000 2017,"RT @charliekirk11: ISIS getting slaughtered: 

Square miles liberated from ISIS
Trump: 26,000 --  Obama: 13,200

Total Square miles held by…"
False,Thu Dec 21 12:45:17 +0000 2017,Was @foxandfriends just named the most influential show in news? You deserve it - three great people! The many Fake… https://t.co/43JVSDZSt6
False,Sat Dec 30 19:02:53 +0000 2017,"Oppressive regimes cannot endure forever, and the day will come when the Iranian people will face a choice. The wor… https://t.co/efPOuFh5fT"
True,Sat Dec 23 20:03:39 +0000 2017,RT @EricTrump: #JournalismIsDead  https://t.co/xZaJD5ADb7
False,Sat Dec 30 19:00:54 +0000 2017,"The entire world understands that the good people of Iran want change, and, other than the vast military power of t… https://t.co/oJmf2sgH6y"
False,Sun Dec 31 22:00:21 +0000 2017,"Iran, the Number One State of Sponsored Terror with numerous violations of Human Rights occurring on an hourly basi… https://t.co/EHq72J2QaP"
False,Fri Dec 22 20:47:15 +0000 2017,"The United Nations Security Council just voted 15-0 in favor of additional Sanctions on North Korea. The World wants Peace, not Death!"
False,Sat Dec 30 22:36:41 +0000 2017,"I use Social Media not because I like to, but because it is the only way to fight a VERY dishonest and unfair “pres… https://t.co/1YTuk89nmu"
False,Thu Dec 28 16:18:20 +0000 2017,Retail sales are at record numbers. We’ve got the economy going better than anyone ever dreamt - and you haven’t seen anything yet!
False,Thu Dec 21 14:52:22 +0000 2017,"House Democrats want a SHUTDOWN for the holidays in order to distract from the very popular, just passed, Tax Cuts.… https://t.co/NRQRR8w3pp"
False,Tue Jan 02 22:37:57 +0000 2018,"...peace treaty with Israel. We have taken Jerusalem, the toughest part of the negotiation, off the table, but Isra… https://t.co/on5fwpqknG"
False,Fri Dec 29 13:04:09 +0000 2017,"Why is the United States Post Office, which is losing many billions of dollars a year, while charging Amazon and ot… https://t.co/fHKlK5bmUe"
False,Sat Dec 30 21:12:45 +0000 2017,"On Taxes: “This is the biggest corporate rate cut ever, going back to the corporate income tax rate of roughly 80 y… https://t.co/xTHIVribyK"
False,Sun Dec 31 13:26:29 +0000 2017,"If the Dems (Crooked Hillary) got elected, your stocks would be down 50% from values on Election Day. Now they have… https://t.co/eJOxPGScHK"
False,Fri Dec 22 20:47:43 +0000 2017,"Today, it was my great honor to sign the largest TAX CUTS and reform in the history of our country. Full remarks:… https://t.co/1plwmP1SX9"
False,Thu Jan 04 02:11:31 +0000 2018,"Stock Market had another good day but, now that the Tax Cut Bill has passed, we have tremendous upward potential. D… https://t.co/nTAj1FDp2U"
True,Sun Dec 24 12:31:48 +0000 2017,RT @shawgerald4: @realDonaldTrump Thank you President TRUMP!! https://t.co/LKdkT0FL99
False,Mon Dec 25 13:36:51 +0000 2017,MERRY CHRISTMAS!!! https://t.co/mYtV5GNdLl
False,Mon Dec 25 23:33:55 +0000 2017,"I hope everyone is having a great Christmas, then tomorrow it’s back to work in order to Make America Great Again (… https://t.co/JJ2tiWwe9V"
True,Fri Dec 29 12:50:17 +0000 2017,"RT @charliekirk11: Incredible video: @CBS does a special on the GOP tax plan 

The result?

Every middle class family they sat down with SA…"
False,Wed Dec 27 23:11:13 +0000 2017,Just left West Palm Beach Fire &amp; Rescue #2. Met with great men and women as representatives of those who do so much… https://t.co/UK0Q7BUKbj
False,Fri Dec 22 22:11:56 +0000 2017,"Remember, the most hated part of ObamaCare is the Individual Mandate, which is being terminated under our just signed Tax Cut Bill."
True,Mon Dec 25 23:28:51 +0000 2017,RT @EricTrump: We should all take a moment to say a prayer for those who paid the ultimate price  — Their bravery and sacrifice allows us t…
False,Sun Dec 24 20:35:26 +0000 2017,"The Tax Cut/Reform Bill, including Massive Alaska Drilling and the Repeal of the highly unpopular Individual Mandat… https://t.co/KgKnGzK6md"
False,Tue Jan 02 14:39:49 +0000 2018,"The Failing New York Times has a new publisher, A.G. Sulzberger. Congratulations! Here is a last chance for the Tim… https://t.co/iTRZfE0joC"
False,Thu Dec 28 15:24:53 +0000 2017,"Vanity Fair, which looks like it is on its last legs, is bending over backwards in apologizing for the minor hit th… https://t.co/Sx6AmzfKRp"
